Brand;Model;Url
ASUS;Asus MeMO Pad 8 ME180A;/catalog/asus_memo_pad_8_me180a/
ASUS;Asus MeMo Pad 8 ME181C;/catalog/asus_memo_pad_8_me181c/
ASUS;Asus MeMo Pad 8 ME581CCL;/catalog/asus_memo_pad_8_me581ccl/
ASUS;Asus MeMO Pad FHD 10 ME302C;/catalog/asus_memo_pad_fhd_10_me302c/
ASUS;Asus MeMO Pad FHD 10 ME302KL LTE;/catalog/asus_memo_pad_fhd_10_me302kl_lte/
ASUS;Asus MeMo Pad HD 7 ME173X;/catalog/asus_memo_pad_hd_7_me173x/
ASUS;Asus MeMO Pad ME172V;/catalog/asus_memo_pad_me172v/
ASUS;Asus MeMO Pad Smart 10 ME301T;/catalog/asus_memo_pad_smart_10_me301t/
ASUS;ASUS Transformer 3 (T305CA);/catalog/asus_transformer_3_t305ca/
ASUS;ASUS Transformer 3 Pro (T303UA);/catalog/asus_transformer_3_pro_t303ua/
ASUS;Asus Transformer Book T100HA;/catalog/asus_transformer_book_t100ha/
ASUS;Asus Transformer Book T100TA;/catalog/asus_transformer_book_t100ta/
ASUS;ASUS Transformer Book T101HA;/catalog/asus_transformer_book_t101ha/
ASUS;ASUS Transformer Book T302;/catalog/asus_transformer_book_t302/
ASUS;ASUS Transformer Mini (T102);/catalog/asus_transformer_mini_t102/
ASUS;ASUS Transformer Mini (T103HAF);/catalog/asus_transformer_mini_t103haf/
ASUS;Asus Transformer Pad Infinity TF700KL 3G;/catalog/asus_transformer_pad_infinity_tf700kl_3g/
ASUS;Asus Transformer Pad Infinity TF700T Wi-Fi;/catalog/asus_transformer_pad_infinity_tf700t_wi_fi/
ASUS;Asus Transformer Pad TF103C;/catalog/asus_transformer_pad_tf103c/
ASUS;Asus Transformer Pad TF103CG;/catalog/asus_transformer_pad_tf103cg/
ASUS;Asus Transformer Pad TF300T;/catalog/asus_transformer_pad_tf300t/
ASUS;Asus Transformer Pad TF300TG;/catalog/asus_transformer_pad_tf300tg/
ASUS;Asus Transformer Pad TF300TL;/catalog/asus_transformer_pad_tf300tl/
ASUS;Asus Transformer Pad TF303CL;/catalog/asus_transformer_pad_tf303cl/
ASUS;Asus Transformer Pad TF701T;/catalog/asus_transformer_pad_tf701t/
ASUS;Asus Transformer Prime TF700T;/catalog/asus_transformer_prime_tf700t/
ASUS;ASUS Transformer Pro T304;/catalog/asus_transformer_pro_t304/
ASUS;Asus VivoTab 8 M81C;/catalog/asus_vivotab_8_m81c/
ASUS;Asus VivoTab Note 8 M80TA;/catalog/asus_vivotab_note_8_m80ta/
ASUS;Asus VivoTab RT TF600T;/catalog/asus_vivotab_rt_tf600t/
ASUS;Asus VivoTab RT TF600TG;/catalog/asus_vivotab_rt_tf600tg/
ASUS;Asus VivoTab Smart ME400C;/catalog/asus_vivotab_smart_me400c/
ASUS;Asus VivoTab Smart ME400CL;/catalog/asus_vivotab_smart_me400cl/
ASUS;Asus VivoTab TF810C;/catalog/asus_vivotab_tf810c/
ASUS;ASUS ZenPad 10 (M1000C);/catalog/asus_zenpad_10_m1000c/
ASUS;ASUS ZenPad 10 (M1000CNL);/catalog/asus_zenpad_10_m1000cnl/
ASUS;ASUS ZenPad 10 (M1000M);/catalog/asus_zenpad_10_m1000m/
ASUS;ASUS ZenPad 10 (Z300 CNLM);/catalog/asus_zenpad_10_z300_cnlm/
ASUS;ASUS ZenPad 10 (Z300CCGCL);/catalog/asus_zenpad_10_z300ccgcl/
ASUS;ASUS ZenPad 10 (Z301M);/catalog/asus_zenpad_10_z301m/
ASUS;ASUS ZenPad 10 (Z301MF);/catalog/asus_zenpad_10_z301mf/
ASUS;ASUS ZenPad 10 (Z301MFL);/catalog/asus_zenpad_10_z301mfl/
ASUS;ASUS ZenPad 10 (Z301ML);/catalog/asus_zenpad_10_z301ml/
ASUS;ASUS ZenPad 3 8.0 (Z581KL);/catalog/asus_zenpad_3_8_0_z581kl/
ASUS;ASUS ZenPad 3S 10 (Z500M);/catalog/asus_zenpad_3s_10_z500m/
ASUS;ASUS ZenPad 3S 10.0 LTE (Z500KL);/catalog/asus_zenpad_3s_10_0_lte_z500kl/
ASUS;ASUS ZenPad 3S 8.0 (Z582KL);/catalog/asus_zenpad_3s_8_0_z582kl/
ASUS;ASUS ZenPad 7.0 (M700C);/catalog/asus_zenpad_7_0_m700c/
ASUS;ASUS ZenPad 7.0 (M700KL);/catalog/asus_zenpad_7_0_m700kl/
ASUS;ASUS ZenPad 7.0 (Z370CCG);/catalog/asus_zenpad_7_0_z370ccg/
ASUS;ASUS ZenPad 8 (M800M);/catalog/asus_zenpad_8_m800m/
ASUS;ASUS ZenPad 8.0 (Z380CKL);/catalog/asus_zenpad_8_0_z380ckl/
ASUS;ASUS ZenPad 8.0 (Z380MKNL);/catalog/asus_zenpad_8_0_z380mknl/
ASUS;ASUS ZenPad C (Z171KG);/catalog/asus_zenpad_c_z171kg/
ASUS;ASUS ZenPad C 7.0 (Z170CCGZ170MG);/catalog/asus_zenpad_c_7_0_z170ccgz170mg/
ASUS;ASUS ZenPad S 8.0 (Z580CCA);/catalog/asus_zenpad_s_8_0_z580cca/
ASUS;ASUS ZenPad Z10 (ZT500KL);/catalog/asus_zenpad_z10_zt500kl/
ASUS;ASUS ZenPad Z8 (ZT581KL);/catalog/asus_zenpad_z8_zt581kl/
ASUS;ASUS ZenPad Z8s (ZT582KL);/catalog/asus_zenpad_z8s_zt582kl/
ASUS;ASUS ZenPad Z8s (ZT582KL);/catalog/asus_zenpad_z8s_zt582kl/
Acme;Acme TB01;/catalog/acme_tb01/
Acme;ACME TB04 Speedy-Pad Tablet;/catalog/acme_tb04_speedy_pad_tablet/
Acme;ACME TB706 Smooth-Pad Tablet;/catalog/acme_tb706_smooth_pad_tablet/
Acme;ACME TB805 Mini Speedy-Pad Tablet;/catalog/acme_tb805_mini_speedy_pad_tablet/
Acme;ACME TB806;/catalog/acme_tb806/
Acme;ACME TB807-3G;/catalog/acme_tb807_3g/
Acme;ACME TB807-3G;/catalog/acme_tb807_3g/
Ainol (Ainovo);Ainol AX10 Pro;/catalog/ainol_ax10_pro/
Ainol (Ainovo);Ainol Novo10 Captain;/catalog/ainol_novo10_captain/
Ainol (Ainovo);Ainol Novo10 Hero;/catalog/ainol_novo10_hero/
Ainol (Ainovo);Ainol Novo10 Hero II;/catalog/ainol_novo10_hero_ii/
Ainol (Ainovo);Ainol Novo10 Spark;/catalog/ainol_novo10_spark/
Ainol (Ainovo);Ainol Novo7 Advanced;/catalog/ainol_novo7_advanced/
Ainol (Ainovo);Ainol Novo7 Aurora;/catalog/ainol_novo7_aurora/
Ainol (Ainovo);Ainol Novo7 Aurora II;/catalog/ainol_novo7_aurora_ii/
Ainol (Ainovo);Ainol Novo7 Basic;/catalog/ainol_novo7_basic/
Ainol (Ainovo);Ainol Novo7 Crystal;/catalog/ainol_novo7_crystal/
Ainol (Ainovo);Ainol Novo7 Crystal II;/catalog/ainol_novo7_crystal_ii/
Ainol (Ainovo);Ainol Novo7 Eos;/catalog/ainol_novo7_eos/
Ainol (Ainovo);Ainol Novo7 Fire;/catalog/ainol_novo7_fire/
Ainol (Ainovo);Ainol Novo7 Legend;/catalog/ainol_novo7_legend/
Ainol (Ainovo);Ainol Novo7 Mars;/catalog/ainol_novo7_mars/
Ainol (Ainovo);Ainol Novo7 Numy AX1;/catalog/ainol_novo7_numy_ax1/
Ainol (Ainovo);Ainol Novo7 Paladin;/catalog/ainol_novo7_paladin/
Ainol (Ainovo);Ainol Novo7 Rainbow;/catalog/ainol_novo7_rainbow/
Ainol (Ainovo);Ainol Novo7 Rainbow II;/catalog/ainol_novo7_rainbow_ii/
Ainol (Ainovo);Ainol Novo7 Sword;/catalog/ainol_novo7_sword/
Ainol (Ainovo);Ainol Novo7 Tornados;/catalog/ainol_novo7_tornados/
Ainol (Ainovo);Ainol Novo7 Venus;/catalog/ainol_novo7_venus/
Ainol (Ainovo);Ainol Novo8 Discover;/catalog/ainol_novo8_discover/
Ainol (Ainovo);Ainol Novo8 Dream;/catalog/ainol_novo8_dream/
Ainol (Ainovo);Ainol Novo8 Talos;/catalog/ainol_novo8_talos/
Ainol (Ainovo);Ainol Novo9 Spark;/catalog/ainol_novo9_spark/
Ainol (Ainovo);Ainol Novo9 Spark;/catalog/ainol_novo9_spark/
Dell;Dell Latitude 10;/catalog/dell_latitude_10/
Dell;Dell Latitude 10 Essentials;/catalog/dell_latitude_10_essentials/
Dell;Dell Latitude 11 5000;/catalog/dell_latitude_11_5000/
Dell;Dell Latitude 12 7000;/catalog/dell_latitude_12_7000/
Dell;Dell Latitude 12 Rugged Tablet;/catalog/dell_latitude_12_rugged_tablet/
Dell;Dell Streak 7 Wi-Fi;/catalog/dell_streak_7_wi_fi/
Dell;Dell Streak 7 Wi-Fi + 3G;/catalog/dell_streak_7_wi_fi_3g/
Dell;Dell Venue 10 7000;/catalog/dell_venue_10_7000/
Dell;Dell Venue 10 Pro 5000 (5055);/catalog/dell_venue_10_pro_5000_5055/
Dell;Dell Venue 10 Pro 5000 (5056);/catalog/dell_venue_10_pro_5000_5056/
Dell;Dell Venue 11 Pro;/catalog/dell_venue_11_pro/
Dell;Dell Venue 11 Pro 7000;/catalog/dell_venue_11_pro_7000/
Dell;Dell Venue 7;/catalog/dell_venue_7_1/
Dell;Dell Venue 7 3000 (3740);/catalog/dell_venue_7_3000_3740/
Dell;Dell Venue 8;/catalog/dell_venue_8_1/
Dell;Dell Venue 8 7000 (7840);/catalog/dell_venue_8_7000_7840/
Dell;Dell Venue 8 Pro;/catalog/dell_venue_8_pro/
Dell;Dell Venue 8 Pro 5000 (5855);/catalog/dell_venue_8_pro_5000_5855/
Dell;Dell XPS 10;/catalog/dell_xps_10/
Dell;Dell XPS 10;/catalog/dell_xps_10/
Atlas;Atlas TAB R97;/catalog/atlas_tab_r97/
bb-mobile;bb-mobile FirstTab;/catalog/bb_mobile_firsttab/
bb-mobile;bb-mobile Techno 10.1 3G TM056Z;/catalog/bb_mobile_techno_10_1_3g_tm056z/
bb-mobile;bb-mobile Techno 10.1 LTE TQ060X;/catalog/bb_mobile_techno_10_1_lte_tq060x/
bb-mobile;bb-mobile Techno 7.0 3G Kalash TM759K;/catalog/bb_mobile_techno_7_0_3g_kalash_tm759k/
bb-mobile;bb-mobile Techno 7.0 3G Molotoff TB756C;/catalog/bb_mobile_techno_7_0_3g_molotoff_tb756c/
bb-mobile;bb-mobile Techno 7.0 3G TM756A;/catalog/bb_mobile_techno_7_0_3g_tm756a/
bb-mobile;bb-mobile Techno 7.0 3G TM758AB;/catalog/bb_mobile_techno_7_0_3g_tm758ab/
bb-mobile;bb-mobile Techno 7.0 3G TM759E;/catalog/bb_mobile_techno_7_0_3g_tm759e/
bb-mobile;bb-mobile Techno 7.0 3G Пионер S700BF;/catalog/bb_mobile_techno_7_0_3g_pioner_s700bf/
bb-mobile;bb-mobile Techno 7.0 LTE Kalash TQ763I;/catalog/bb_mobile_techno_7_0_lte_kalash_tq763i/
bb-mobile;bb-mobile Techno 7.0 LTE Пионер TQ763J;/catalog/bb_mobile_techno_7_0_lte_pioner_tq763j/
bb-mobile;bb-mobile Techno 7.85 3G;/catalog/bb_mobile_techno_7_85_3g/
bb-mobile;bb-mobile Techno 7.85 3G Slim M785AN;/catalog/bb_mobile_techno_7_85_3g_slim_m785an/
bb-mobile;bb-mobile Techno 7.85 3G Slim TM859N;/catalog/bb_mobile_techno_7_85_3g_slim_tm859n/
bb-mobile;bb-mobile Techno 8.0 3G TM859H;/catalog/bb_mobile_techno_8_0_3g_tm859h/
bb-mobile;bb-mobile Techno 8.0 3G Topol' TM859AC;/catalog/bb_mobile_techno_8_0_3g_topol_tm859ac/
bb-mobile;bb-mobile Techno 8.0 Topol LTE TQ863Q;/catalog/bb_mobile_techno_8_0_topol_lte_tq863q/
bb-mobile;bb-mobile Techno 9.0 3G TM959D;/catalog/bb_mobile_techno_9_0_3g_tm959d/
bb-mobile;bb-mobile Techno 9.0 LTE TM963F;/catalog/bb_mobile_techno_9_0_lte_tm963f/
bb-mobile;bb-mobile Techno 9.7 3G TM056U;/catalog/bb_mobile_techno_9_7_3g_tm056u/
bb-mobile;bb-mobile Techno Mozg 10.1 I101BI;/catalog/bb_mobile_techno_mozg_10_1_i101bi/
bb-mobile;bb-mobile Techno Mozg 7.0 I700AJ;/catalog/bb_mobile_techno_mozg_7_0_i700aj/
bb-mobile;bb-mobile Techno Mozg 7.85 I785AP;/catalog/bb_mobile_techno_mozg_7_85_i785ap/
bb-mobile;bb-mobile Techno Mozg 8.0 X800BJ;/catalog/bb_mobile_techno_mozg_8_0_x800bj/
bb-mobile;bb-mobile Techno W10.1 M101AU;/catalog/bb_mobile_techno_w10_1_m101au/
bb-mobile;bb-mobile Techno W10.1 X101BZ;/catalog/bb_mobile_techno_w10_1_x101bz/
bb-mobile;bb-mobile Techno W11.6 I900BH;/catalog/bb_mobile_techno_w11_6_i900bh/
bb-mobile;bb-mobile Techno W8.0 3G I800AZ;/catalog/bb_mobile_techno_w8_0_3g_i800az/
bb-mobile;bb-mobile Techno W8.0 3G Q800AY;/catalog/bb_mobile_techno_w8_0_3g_q800ay/
bb-mobile;bb-mobile Techno W8.9 3G I890BG;/catalog/bb_mobile_techno_w8_9_3g_i890bg/
bb-mobile;bb-mobile Techno W8.9 3G I890BG;/catalog/bb_mobile_techno_w8_9_3g_i890bg/
HTC;HTC Flyer;/catalog/htc_flyer/
HTC;HTC EVO View 4G CDMA;/catalog/htc_evo_view_4g_cdma/
HTC;HTC Google Nexus 9;/catalog/htc_google_nexus_9_1/
HTC;HTC Jetstream;/catalog/htc_jetstream/
Huawei;Huawei MediaPad Pro (10,8);/catalog/huawei_mediapad_pro_10_8/
Huawei;Huawei MediaPad T8 (8.0);/catalog/huawei_mediapad_t8_8_0/
Huawei;Huawei MediaPad T5 Lite;/catalog/huawei_mediapad_t5_lite/
Huawei;Huawei MatePad Pro (10.8);/catalog/huawei_matepad_pro_10_8/
Huawei;Huawei MediaPad 10 FHD;/catalog/huawei_mediapad_10_fhd/
Huawei;Huawei Mediapad 10 FHD/10 Link;/catalog/huawei_mediapad_10_fhd_10_link/
Huawei;Huawei MediaPad 7 Vogue/601;/catalog/huawei_mediapad_7_vogue_601/
Huawei;Huawei Mediapad 7 Youth;/catalog/huawei_mediapad_7_youth/
Huawei;Huawei MediaPad 7/MediaPad 7 Lite;/catalog/huawei_mediapad_7_mediapad_7_lite/
Huawei;Huawei MediaPad M1 (8.0);/catalog/huawei_mediapad_m1_8_0/
Huawei;Huawei MediaPad M2 (10.1);/catalog/huawei_mediapad_m2_10_1/
Huawei;Huawei MediaPad M2 (7.0);/catalog/huawei_mediapad_m2_7_0/
Huawei;Huawei MediaPad M2 (8.0);/catalog/huawei_mediapad_m2_8_0/
Huawei;Huawei MediaPad M3 (8.0);/catalog/huawei_mediapad_m3_8_0/
Huawei;Huawei HonorPad 5 (10.1);/catalog/huawei_honorpad_5_10_1/
Huawei;Huawei MediaPad M3 Lite (10.0);/catalog/huawei_mediapad_m3_lite_10_0/
Huawei;Huawei HonorPad 5 (8.0);/catalog/huawei_honorpad_5_8_0/
Huawei;Huawei MediaPad M3 Lite (8.0);/catalog/huawei_mediapad_m3_lite_8_0/
Huawei;Huawei MediaPad M5 (10.8);/catalog/huawei_mediapad_m5_10_8/
Huawei;Huawei MediaPad M5 (8.4);/catalog/huawei_mediapad_m5_8_4/
Huawei;Huawei MediaPad M5 Lite (10.8);/catalog/huawei_mediapad_m5_lite_10_8/
Huawei;Huawei MediaPad M5 Pro (10.0);/catalog/huawei_mediapad_m5_pro_10_0/
Huawei;Huawei MediaPad S8-701W (8.0);/catalog/huawei_mediapad_s8_701w_8_0/
Huawei;Huawei MediaPad T1 (10.0);/catalog/huawei_mediapad_t1_10_0/
Huawei;Huawei MediaPad T1 (7.0);/catalog/huawei_mediapad_t1_7_0/
Huawei;Huawei MediaPad T1 (8.0);/catalog/huawei_mediapad_t1_8_0/
Huawei;Huawei MediaPad T2 (10.0);/catalog/huawei_mediapad_t2_10_0/
Huawei;Huawei MediaPad T2 (7.0);/catalog/huawei_mediapad_t2_7_0/
Huawei;Huawei MediaPad T3 (7.0);/catalog/huawei_mediapad_t3_7_0/
Huawei;Huawei MediaPad T3 (8.0);/catalog/huawei_mediapad_t3_8_0/
Huawei;Huawei MediaPad T3 10 (9.6);/catalog/huawei_mediapad_t3_10_9_6/
Huawei;Huawei MediaPad T3 3G (7.0);/catalog/huawei_mediapad_t3_3g_7_0/
Huawei;Huawei MediaPad M6 (10.8);/catalog/huawei_mediapad_m6_10_8/
Huawei;Huawei MediaPad T5 (10.0);/catalog/huawei_mediapad_t5_10_0/
Huawei;Huawei MediaPad M6 (8.4);/catalog/huawei_mediapad_m6_8_4/
Huawei;Huawei MediaPad X1 (7.0);/catalog/huawei_mediapad_x1_7_0/
Huawei;Huawei MediaPad X2;/catalog/huawei_mediapad_x2/
Huawei;Huawei C5 10;/catalog/huawei_c5_10/
Huawei;Huawei C5 8;/catalog/huawei_c5_8/
Huawei;Huawei dtab Compact d-02K;/catalog/huawei_dtab_compact_d_02k/
Huawei;Huawei Enjoy Tablet 2 10.1;/catalog/huawei_enjoy_tablet_2_10_1/
Huawei;Huawei Honor Pad;/catalog/huawei_honor_pad/
Huawei;Huawei Honor Pad 5 8.0;/catalog/huawei_honor_pad_5_8_0/
Huawei;Huawei Honor Pad 6 10.1;/catalog/huawei_honor_pad_6_10_1/
Huawei;Huawei Honor Pad X6 9.7;/catalog/huawei_honor_pad_x6_9_7/
Huawei;Huawei Honor Tablet;/catalog/huawei_honor_tablet/
Huawei;Huawei Honor V6 10.4;/catalog/huawei_honor_v6_10_4/
Huawei;Huawei Honor WaterPlay;/catalog/huawei_honor_waterplay/
Huawei;Huawei Honor WaterPlay 8;/catalog/huawei_honor_waterplay_8/
Huawei;Huawei Ideos S7;/catalog/huawei_ideos_s7/
Huawei;Huawei Ideos S7 Slim;/catalog/huawei_ideos_s7_slim/
Huawei;Huawei MateBook;/catalog/huawei_matebook/
Huawei;Huawei MateBook E;/catalog/huawei_matebook_e/
Huawei;Huawei Matebook E 2019;/catalog/huawei_matebook_e_2019/
Huawei;Huawei MatePad 10.4;/catalog/huawei_matepad_10_4/
Huawei;Huawei MatePad 10.8;/catalog/huawei_matepad_10_8/
Huawei;Huawei MatePad Pro 4G;/catalog/huawei_matepad_pro_4g/
Huawei;Huawei MatePad Pro 5G;/catalog/huawei_matepad_pro_5g/
Huawei;Huawei MatePad T 10s;/catalog/huawei_matepad_t_10s/
Huawei;Huawei MatePad T8;/catalog/huawei_matepad_t8/
Huawei;Huawei MediaPad;/catalog/huawei_mediapad/
Huawei;Huawei MediaPad 10 FHD Wi-Fi;/catalog/huawei_mediapad_10_fhd_wi_fi/
Huawei;Huawei MediaPad 10 Link;/catalog/huawei_mediapad_10_link/
Huawei;Huawei MediaPad 10 Link Wi-Fi;/catalog/huawei_mediapad_10_link_wi_fi/
Huawei;Huawei MediaPad 10 Link+;/catalog/huawei_mediapad_10_link_1/
Huawei;Huawei MediaPad 7 Classic;/catalog/huawei_mediapad_7_classic/
Huawei;Huawei MediaPad 7 Lite;/catalog/huawei_mediapad_7_lite/
Huawei;Huawei MediaPad 7 Lite II 3G (Vogue);/catalog/huawei_mediapad_7_lite_ii_3g_vogue/
Huawei;Huawei MediaPad 7 Youth2;/catalog/huawei_mediapad_7_youth2/
Huawei;Huawei MediaPad M1;/catalog/huawei_mediapad_m1/
Huawei;Huawei MediaPad M2 10.0;/catalog/huawei_mediapad_m2_10_0/
Huawei;Huawei MediaPad M2 8.0;/catalog/huawei_mediapad_m2_8_0_1/
Huawei;Huawei MediaPad M3 8.4;/catalog/huawei_mediapad_m3_8_4/
Huawei;Huawei MediaPad M3 lite 10.0;/catalog/huawei_mediapad_m3_lite_10_0_1/
Huawei;Huawei MediaPad M3 lite 8.0;/catalog/huawei_mediapad_m3_lite_8_0_1/
Huawei;Huawei MediaPad M5 10.8;/catalog/huawei_mediapad_m5_10_8_1/
Huawei;Huawei MediaPad M5 10.8 Pro;/catalog/huawei_mediapad_m5_10_8_pro/
Huawei;Huawei MediaPad M5 8.4;/catalog/huawei_mediapad_m5_8_4_1/
Huawei;Huawei MediaPad M5 Lite 10.0 (M5 Youth Edition);/catalog/huawei_mediapad_m5_lite_10_0_m5_youth_edition/
Huawei;Huawei MediaPad M5 Lite 8.0 (M5 Youth Edition);/catalog/huawei_mediapad_m5_lite_8_0_m5_youth_edition/
Huawei;Huawei MediaPad M6 10.8;/catalog/huawei_mediapad_m6_10_8_1/
Huawei;Huawei MediaPad M6 8.4;/catalog/huawei_mediapad_m6_8_4_1/
Huawei;Huawei MediaPad T1 10.0;/catalog/huawei_mediapad_t1_10_0_1/
Huawei;Huawei MediaPad T1 7.0;/catalog/huawei_mediapad_t1_7_0_1/
Huawei;Huawei MediaPad T1 8.0;/catalog/huawei_mediapad_t1_8_0_1/
Huawei;Huawei Mediapad T1K 7.0 LTE;/catalog/huawei_mediapad_t1k_7_0_lte/
Huawei;Huawei MediaPad T2 10.0 Pro;/catalog/huawei_mediapad_t2_10_0_pro/
Huawei;Huawei MediaPad T2 7.0;/catalog/huawei_mediapad_t2_7_0_1/
Huawei;Huawei MediaPad T2 7.0 Pro (M2 7.0);/catalog/huawei_mediapad_t2_7_0_pro_m2_7_0/
Huawei;Huawei MediaPad T2 8 Pro (Honor Pad 2);/catalog/huawei_mediapad_t2_8_pro_honor_pad_2/
Huawei;Huawei MediaPad T3 10.0 (Honor Play 2);/catalog/huawei_mediapad_t3_10_0_honor_play_2/
Huawei;Huawei MediaPad T3 7 3G;/catalog/huawei_mediapad_t3_7_3g/
Huawei;Huawei MediaPad T3 7.0 (Honor Play 2);/catalog/huawei_mediapad_t3_7_0_honor_play_2/
Huawei;Huawei MediaPad T3 8.0;/catalog/huawei_mediapad_t3_8_0_1/
Huawei;Huawei MediaPad T5 10.0 (Honor Pad 5);/catalog/huawei_mediapad_t5_10_0_honor_pad_5/
Huawei;Huawei MediaPad X1;/catalog/huawei_mediapad_x1/
Huawei;Huawei MediaPad X2 (Honor X2);/catalog/huawei_mediapad_x2_honor_x2/
Huawei;Huawei SmaKit S7;/catalog/huawei_smakit_s7/
Huawei;Huawei SmaKit S7;/catalog/huawei_smakit_s7/
BBK;BBK PW8062Gi;/catalog/bbk_pw8062gi/
BBK;BBK PW9772I;/catalog/bbk_pw9772i/
BeBook;BeBook Live;/catalog/bebook_live/
Behold;Behold BeTAB 1001;/catalog/behold_betab_1001/
Behold;Behold BeTAB 1041;/catalog/behold_betab_1041/
Behold;Behold BeTAB 1042;/catalog/behold_betab_1042/
Behold;Behold BeTAB 7004;/catalog/behold_betab_7004/
Behold;Behold BeTAB 7071;/catalog/behold_betab_7071/
BlackBerry;BlackBerry 4G PlayBook Wi-Fi + HSPA+;/catalog/blackberry_4g_playbook_wi_fi_hspa/
BlackBerry;BlackBerry 4G PlayBook Wi-Fi + LTE;/catalog/blackberry_4g_playbook_wi_fi_lte/
BlackBerry;BlackBerry 4G PlayBook Wi-Fi + WiMax;/catalog/blackberry_4g_playbook_wi_fi_wimax/
BlackBerry;BlackBerry PlayBook Wi-Fi;/catalog/blackberry_playbook_wi_fi/
Lenovo;"Lenovo Tab M10 Plus TB-X606F 10.3""";/catalog/lenovo_tab_m10_plus_tb_x606f_10_3/
Lenovo;Lenovo IdeaTab A1000;/catalog/lenovo_ideatab_a1000/
Lenovo;Lenovo IdeaTab A3000;/catalog/lenovo_ideatab_a3000/
Lenovo;Lenovo IdeaTab A3300;/catalog/lenovo_ideatab_a3300/
Lenovo;Lenovo IdeaTab A3500/A7-50;/catalog/lenovo_ideatab_a3500_a7_50/
Lenovo;Lenovo IdeaTab A5000/A5;/catalog/lenovo_ideatab_a5000_a5/
Lenovo;Lenovo IdeaTab A5500/A8-50;/catalog/lenovo_ideatab_a5500_a8_50/
Lenovo;Lenovo IdeaTab A7600/A10-70;/catalog/lenovo_ideatab_a7600_a10_70/
Lenovo;Lenovo IdeaTab S5000;/catalog/lenovo_ideatab_s5000/
Lenovo;Lenovo IdeaTab S6000;/catalog/lenovo_ideatab_s6000/
Lenovo;Lenovo IdeaTab S8-50;/catalog/lenovo_ideatab_s8_50/
Lenovo;Lenovo Miix 3 10;/catalog/lenovo_miix_3_10/
Lenovo;Lenovo Miix2 10;/catalog/lenovo_miix2_10/
Lenovo;Lenovo Miix2 8;/catalog/lenovo_miix2_8/
Lenovo;Lenovo Miix3 8;/catalog/lenovo_miix3_8/
Lenovo;Lenovo Phab;/catalog/lenovo_phab/
Lenovo;Lenovo Phab 2;/catalog/lenovo_phab_2/
Lenovo;Lenovo Phab 2 Plus;/catalog/lenovo_phab_2_plus/
Lenovo;Lenovo Phab 2 Pro;/catalog/lenovo_phab_2_pro/
Lenovo;Lenovo Tab 2 A10-30;/catalog/lenovo_tab_2_a10_30/
Lenovo;Lenovo Tab 2 A10-70;/catalog/lenovo_tab_2_a10_70/
Lenovo;Lenovo Tab 2 A7-20;/catalog/lenovo_tab_2_a7_20/
Lenovo;Lenovo Tab 2 A7-30;/catalog/lenovo_tab_2_a7_30/
Lenovo;Lenovo Tab 3 7'';/catalog/lenovo_tab_3_7_/
Lenovo;Lenovo Tab 3 8'';/catalog/lenovo_tab_3_8_/
Lenovo;Lenovo Tab 4 10;/catalog/lenovo_tab_4_10/
Lenovo;Lenovo Tab 4 8'';/catalog/lenovo_tab_4_8_/
Lenovo;Lenovo Tab 4 Plus TB-8704X;/catalog/lenovo_tab_4_plus_tb_8704x/
Lenovo;Lenovo Tab 4 TB-7504X;/catalog/lenovo_tab_4_tb_7504x/
Lenovo;Lenovo Tab 4 TB-8504X (8.0);/catalog/lenovo_tab_4_tb_8504x_8_0/
Lenovo;Lenovo Tab 4 TB-X304L 10.0;/catalog/lenovo_tab_4_tb_x304l_10_0/
Lenovo;"Lenovo TB-X103F 10.1""";/catalog/lenovo_tb_x103f_10_1/
Lenovo;"Lenovo TB-X704 10.1""";/catalog/lenovo_tb_x704_10_1/
Lenovo;Lenovo ThinkPad 8;/catalog/lenovo_thinkpad_8/
Lenovo;Lenovo Yoga Tablet 10 B8000;/catalog/lenovo_yoga_tablet_10_b8000/
Lenovo;Lenovo Yoga Tablet 10 II B1050;/catalog/lenovo_yoga_tablet_10_ii_b1050/
Lenovo;Lenovo Yoga Tablet 3-850 10.0;/catalog/lenovo_yoga_tablet_3_850_10_0/
Lenovo;Lenovo Yoga Tablet 8 B6000;/catalog/lenovo_yoga_tablet_8_b6000/
Lenovo;Lenovo Yoga Tablet 8 II B6000;/catalog/lenovo_yoga_tablet_8_ii_b6000/
Lenovo;"Lenovo Tab E10 TB-X104L 10.1""";/catalog/lenovo_tab_e10_tb_x104l_10_1/
Lenovo;"Lenovo Tab E7 TB-7104 7.0""";/catalog/lenovo_tab_e7_tb_7104_7_0/
Lenovo;"Lenovo Tab M10 TB-X605L 10.1""";/catalog/lenovo_tab_m10_tb_x605l_10_1/
Lenovo;"Lenovo Tab P10 TB-X705L 10.1""";/catalog/lenovo_tab_p10_tb_x705l_10_1/
Lenovo;Lenovo A7-40;/catalog/lenovo_a7_40/
Lenovo;Lenovo IdeaPad A1;/catalog/lenovo_ideapad_a1/
Lenovo;Lenovo Ideapad D330;/catalog/lenovo_ideapad_d330/
Lenovo;Lenovo IdeaPad K1;/catalog/lenovo_ideapad_k1/
Lenovo;Lenovo Ideapad Miix 300 10;/catalog/lenovo_ideapad_miix_300_10/
Lenovo;Lenovo ideapad Miix 300 8;/catalog/lenovo_ideapad_miix_300_8/
