Brand;Model;Img Directory
Alcatel;Alcatel OT-1008;Alcatel\Alcatel OT-1008\Alcatel OT-1008.jpg
Alcatel;Alcatel OT-1009;None
Alcatel;Alcatel OT-1035;Alcatel\Alcatel OT-1035\Alcatel OT-1035.jpg
Alcatel;Alcatel OT-1040;Alcatel\Alcatel OT-1040\Alcatel OT-1040.jpg
Alcatel;Alcatel OT-10421041;Alcatel\Alcatel OT-10421041\Alcatel OT-10421041.jpg
Alcatel;Alcatel OT-10461045;Alcatel\Alcatel OT-10461045\Alcatel OT-10461045.jpg
Alcatel;Alcatel OT-2004;Alcatel\Alcatel OT-2004\Alcatel OT-2004.jpg
Alcatel;Alcatel OT-2007;None
Alcatel;Alcatel OT-2012;Alcatel\Alcatel OT-2012\Alcatel OT-2012.jpg
Alcatel;Alcatel OT-2052;Alcatel\Alcatel OT-2052\Alcatel OT-2052.jpg
Alcatel;Alcatel One Touch 6042D Flash;Alcatel\Alcatel One Touch 6042D Flash\Alcatel One Touch 6042D Flash.jpg
Alcatel;Alcatel One Touch Evolve 2;Alcatel\Alcatel One Touch Evolve 2\Alcatel One Touch Evolve 2.jpg
Alcatel;Alcatel One Touch Fierce 2;Alcatel\Alcatel One Touch Fierce 2\Alcatel One Touch Fierce 2.jpg
Alcatel;Alcatel One Touch Fire C;Alcatel\Alcatel One Touch Fire C\Alcatel One Touch Fire C.jpg
Alcatel;Alcatel One Touch Fire E;Alcatel\Alcatel One Touch Fire E\Alcatel One Touch Fire E.jpg
Alcatel;Alcatel One Touch Fire S;Alcatel\Alcatel One Touch Fire S\Alcatel One Touch Fire S.jpg
Alcatel;Alcatel One Touch Hero 2;Alcatel\Alcatel One Touch Hero 2\Alcatel One Touch Hero 2.jpg
Alcatel;Alcatel One Touch Idol 2;Alcatel\Alcatel One Touch Idol 2\Alcatel One Touch Idol 2.jpg
Alcatel;Alcatel One Touch Idol 2 Mini;Alcatel\Alcatel One Touch Idol 2 Mini\Alcatel One Touch Idol 2 Mini.jpg
Alcatel;Alcatel One Touch Idol 2 Mini L;Alcatel\Alcatel One Touch Idol 2 Mini L\Alcatel One Touch Idol 2 Mini L.jpg
Alcatel;Alcatel One Touch Idol 2 S;Alcatel\Alcatel One Touch Idol 2 S\Alcatel One Touch Idol 2 S.jpg
Alcatel;Alcatel One Touch Idol 2 mini S;Alcatel\Alcatel One Touch Idol 2 mini S\Alcatel One Touch Idol 2 mini S.jpg
Alcatel;Alcatel One Touch Idol X+;Alcatel\Alcatel One Touch Idol X+\Alcatel One Touch Idol X+.jpg
Alcatel;Alcatel One Touch PIXI 2;Alcatel\Alcatel One Touch PIXI 2\Alcatel One Touch PIXI 2.jpg
Alcatel;Alcatel One Touch POP 2 (4.5);Alcatel\Alcatel One Touch POP 2 (4.5)\Alcatel One Touch POP 2 (4.5).jpg
Alcatel;Alcatel One Touch POP C2;Alcatel\Alcatel One Touch POP C2\Alcatel One Touch POP C2.jpg
Alcatel;Alcatel One Touch POP C9 7047;Alcatel\Alcatel One Touch POP C9 7047\Alcatel One Touch POP C9 7047.jpg
Alcatel;Alcatel One Touch POP D1;Alcatel\Alcatel One Touch POP D1\Alcatel One Touch POP D1.jpg
Alcatel;Alcatel One Touch POP D3;Alcatel\Alcatel One Touch POP D3\Alcatel One Touch POP D3.jpg
Alcatel;Alcatel One Touch POP D5;Alcatel\Alcatel One Touch POP D5\Alcatel One Touch POP D5.jpg
Alcatel;Alcatel One Touch POP FIT;Alcatel\Alcatel One Touch POP FIT\Alcatel One Touch POP FIT.jpg
Alcatel;Alcatel One Touch POP S3;Alcatel\Alcatel One Touch POP S3\Alcatel One Touch POP S3.jpg
Alcatel;Alcatel One Touch POP S7;Alcatel\Alcatel One Touch POP S7\Alcatel One Touch POP S7.jpg
Alcatel;Alcatel One Touch POP S9;Alcatel\Alcatel One Touch POP S9\Alcatel One Touch POP S9.jpg
Alcatel;Alcatel OT-1010D;Alcatel\Alcatel OT-1010D\Alcatel OT-1010D.jpg
Alcatel;Alcatel OT-1011;Alcatel\Alcatel OT-1011\Alcatel OT-1011.jpg
Alcatel;Alcatel OT-1030D;Alcatel\Alcatel OT-1030D\Alcatel OT-1030D.jpg
Alcatel;Alcatel OT-1051D;Alcatel\Alcatel OT-1051D\Alcatel OT-1051D.jpg
Alcatel;Alcatel OT-1060;Alcatel\Alcatel OT-1060\Alcatel OT-1060.jpg
Alcatel;Alcatel OT-2000;Alcatel\Alcatel OT-2000\Alcatel OT-2000.jpg
Alcatel;Alcatel OT-2001X;Alcatel\Alcatel OT-2001X\Alcatel OT-2001X.jpg
Alcatel;Alcatel OT-2005;Alcatel\Alcatel OT-2005\Alcatel OT-2005.jpg
Alcatel;Alcatel OT-2005D;Alcatel\Alcatel OT-2005D\Alcatel OT-2005D.jpg
Alcatel;Alcatel OT-2005X;Alcatel\Alcatel OT-2005X\Alcatel OT-2005X.jpg
Alcatel;Alcatel OT-2010D;Alcatel\Alcatel OT-2010D\Alcatel OT-2010D.jpg
Alcatel;Alcatel OT-2010X;Alcatel\Alcatel OT-2010X\Alcatel OT-2010X.jpg
Alcatel;Alcatel OT-2040D;Alcatel\Alcatel OT-2040D\Alcatel OT-2040D.jpg
Alcatel;Alcatel OT-316D;Alcatel\Alcatel OT-316D\Alcatel OT-316D.jpg
Alcatel;Alcatel One Touch 3041D TV;Alcatel\Alcatel One Touch 3041D TV\Alcatel One Touch 3041D TV.jpg
Alcatel;Alcatel One Touch 4030D SPop;Alcatel\Alcatel One Touch 4030D SPop\Alcatel One Touch 4030D SPop.jpg
Alcatel;Alcatel One Touch 5020D M’Pop;Alcatel\Alcatel One Touch 5020D M’Pop\Alcatel One Touch 5020D M’Pop.jpg
Alcatel;Alcatel One Touch 6012D Idol Mini;Alcatel\Alcatel One Touch 6012D Idol Mini\Alcatel One Touch 6012D Idol Mini.jpg
Alcatel;Alcatel One Touch 6012X Idol Mini;Alcatel\Alcatel One Touch 6012X Idol Mini\Alcatel One Touch 6012X Idol Mini.jpg
Alcatel;Alcatel One Touch 8020 Scribe Pro (Hero);Alcatel\Alcatel One Touch 8020 Scribe Pro (Hero)\Alcatel One Touch 8020 Scribe Pro (Hero).jpg
Alcatel;Alcatel One Touch Evolve;Alcatel\Alcatel One Touch Evolve\Alcatel One Touch Evolve.jpg
Alcatel;Alcatel One Touch Fierce;Alcatel\Alcatel One Touch Fierce\Alcatel One Touch Fierce.jpg
Alcatel;Alcatel One Touch Fire;Alcatel\Alcatel One Touch Fire\Alcatel One Touch Fire.jpg
Alcatel;Alcatel One Touch Idol 6030D Dual Sim;Alcatel\Alcatel One Touch Idol 6030D Dual Sim\Alcatel One Touch Idol 6030D Dual Sim.jpg
Alcatel;Alcatel One Touch Idol 6030X;Alcatel\Alcatel One Touch Idol 6030X\Alcatel One Touch Idol 6030X.jpg
Alcatel;Alcatel One Touch Idol Alpha 6032X;Alcatel\Alcatel One Touch Idol Alpha 6032X\Alcatel One Touch Idol Alpha 6032X.jpg
Alcatel;Alcatel One Touch Idol S 6035R;Alcatel\Alcatel One Touch Idol S 6035R\Alcatel One Touch Idol S 6035R.jpg
Alcatel;Alcatel One Touch Idol Ultra 6033;Alcatel\Alcatel One Touch Idol Ultra 6033\Alcatel One Touch Idol Ultra 6033.jpg
Alcatel;Alcatel One Touch Idol X 6040;Alcatel\Alcatel One Touch Idol X 6040\Alcatel One Touch Idol X 6040.jpg
Alcatel;Alcatel One Touch Idol X 6040D;Alcatel\Alcatel One Touch Idol X 6040D\Alcatel One Touch Idol X 6040D.jpg
Alcatel;Alcatel One Touch PIXI 4007D;Alcatel\Alcatel One Touch PIXI 4007D\Alcatel One Touch PIXI 4007D.jpg
Alcatel;Alcatel One Touch POP C1 (4015, 4016);Alcatel\Alcatel One Touch POP C1 (4015, 4016)\Alcatel One Touch POP C1 (4015, 4016).jpg
Alcatel;Alcatel One Touch POP C3 4033;Alcatel\Alcatel One Touch POP C3 4033\Alcatel One Touch POP C3 4033.jpg
Alcatel;Alcatel One Touch POP C5 5036;Alcatel\Alcatel One Touch POP C5 5036\Alcatel One Touch POP C5 5036.jpg
Alcatel;Alcatel One Touch POP C7 (7040, 7041);Alcatel\Alcatel One Touch POP C7 (7040, 7041)\Alcatel One Touch POP C7 (7040, 7041).jpg
Alcatel;Alcatel One Touch Scribe Easy 8000A;Alcatel\Alcatel One Touch Scribe Easy 8000A\Alcatel One Touch Scribe Easy 8000A.jpg
Alcatel;Alcatel One Touch Scribe Easy 8000D;Alcatel\Alcatel One Touch Scribe Easy 8000D\Alcatel One Touch Scribe Easy 8000D.jpg
Alcatel;Alcatel One Touch Scribe HD 8008D;Alcatel\Alcatel One Touch Scribe HD 8008D\Alcatel One Touch Scribe HD 8008D.jpg
Alcatel;Alcatel One Touch Scribe HD 8008X;Alcatel\Alcatel One Touch Scribe HD 8008X\Alcatel One Touch Scribe HD 8008X.jpg
Alcatel;Alcatel One Touch Scribe HD-LTE;Alcatel\Alcatel One Touch Scribe HD-LTE\Alcatel One Touch Scribe HD-LTE.jpg
Alcatel;Alcatel One Touch Scribe X;Alcatel\Alcatel One Touch Scribe X\Alcatel One Touch Scribe X.jpg
Alcatel;Alcatel One Touch Snap;Alcatel\Alcatel One Touch Snap\Alcatel One Touch Snap.jpg
Alcatel;Alcatel One Touch Snap Dual 7025D;Alcatel\Alcatel One Touch Snap Dual 7025D\Alcatel One Touch Snap Dual 7025D.jpg
Alcatel;Alcatel One Touch Star 6010;Alcatel\Alcatel One Touch Star 6010\Alcatel One Touch Star 6010.jpg
Alcatel;Alcatel One Touch Star 6010D;Alcatel\Alcatel One Touch Star 6010D\Alcatel One Touch Star 6010D.jpg
Alcatel;Alcatel One Touch TPop 4010D;Alcatel\Alcatel One Touch TPop 4010D\Alcatel One Touch TPop 4010D.jpg
Alcatel;Alcatel One Touch XPop 5035D;Alcatel\Alcatel One Touch XPop 5035D\Alcatel One Touch XPop 5035D.jpg
Alcatel;Alcatel One Touch XPop 5035X;Alcatel\Alcatel One Touch XPop 5035X\Alcatel One Touch XPop 5035X.jpg
Alcatel;Alcatel (TCL) OT-S806;Alcatel\Alcatel (TCL) OT-S806\Alcatel (TCL) OT-S806.jpg
Alcatel;Alcatel OT-132;Alcatel\Alcatel OT-132\Alcatel OT-132.jpg
Alcatel;Alcatel OT-217;Alcatel\Alcatel OT-217\Alcatel OT-217.jpg
Alcatel;Alcatel OT-217D;Alcatel\Alcatel OT-217D\Alcatel OT-217D.jpg
Alcatel;Alcatel OT-228;Alcatel\Alcatel OT-228\Alcatel OT-228.jpg
Alcatel;Alcatel OT-232;Alcatel\Alcatel OT-232\Alcatel OT-232.jpg
Alcatel;Alcatel OT-233;Alcatel\Alcatel OT-233\Alcatel OT-233.jpg
Alcatel;Alcatel OT-292;Alcatel\Alcatel OT-292\Alcatel OT-292.jpg
Alcatel;Alcatel OT-308;Alcatel\Alcatel OT-308\Alcatel OT-308.jpg
Alcatel;Alcatel OT-310;Alcatel\Alcatel OT-310\Alcatel OT-310.jpg
Alcatel;Alcatel OT-318D;Alcatel\Alcatel OT-318D\Alcatel OT-318D.jpg
Alcatel;Alcatel OT-585D;Alcatel\Alcatel OT-585D\Alcatel OT-585D.jpg
Alcatel;Alcatel OT-595D;Alcatel\Alcatel OT-595D\Alcatel OT-595D.jpg
Alcatel;Alcatel OT-639;Alcatel\Alcatel OT-639\Alcatel OT-639.jpg
Alcatel;Alcatel OT-639D;Alcatel\Alcatel OT-639D\Alcatel OT-639D.jpg
Alcatel;Alcatel OT-668;Alcatel\Alcatel OT-668\Alcatel OT-668.jpg
Alcatel;Alcatel OT-720;Alcatel\Alcatel OT-720\Alcatel OT-720.jpg
Alcatel;Alcatel OT-720D;Alcatel\Alcatel OT-720D\Alcatel OT-720D.jpg
Alcatel;Alcatel OT-888D;Alcatel\Alcatel OT-888D\Alcatel OT-888D.jpg
Alcatel;Alcatel OT-903;Alcatel\Alcatel OT-903\Alcatel OT-903.jpg
Alcatel;Alcatel OT-915;Alcatel\Alcatel OT-915\Alcatel OT-915.jpg
Alcatel;Alcatel OT-916;Alcatel\Alcatel OT-916\Alcatel OT-916.jpg
Alcatel;Alcatel OT-916D;Alcatel\Alcatel OT-916D\Alcatel OT-916D.jpg
Alcatel;Alcatel OT-922;Alcatel\Alcatel OT-922\Alcatel OT-922.jpg
Alcatel;Alcatel OT-928D;Alcatel\Alcatel OT-928D\Alcatel OT-928D.jpg
Alcatel;Alcatel OT-983;Alcatel\Alcatel OT-983\Alcatel OT-983.jpg
Alcatel;Alcatel OT-985;Alcatel\Alcatel OT-985\Alcatel OT-985.jpg
Alcatel;Alcatel OT-985D;Alcatel\Alcatel OT-985D\Alcatel OT-985D.jpg
Alcatel;Alcatel OT-986;Alcatel\Alcatel OT-986\Alcatel OT-986.jpg
Alcatel;Alcatel OT-991;Alcatel\Alcatel OT-991\Alcatel OT-991.jpg
Alcatel;Alcatel OT-991D;Alcatel\Alcatel OT-991D\Alcatel OT-991D.jpg
Alcatel;Alcatel OT-992D;Alcatel\Alcatel OT-992D\Alcatel OT-992D.jpg
Alcatel;Alcatel OT-993D;Alcatel\Alcatel OT-993D\Alcatel OT-993D.jpg
Alcatel;Alcatel OT-997;Alcatel\Alcatel OT-997\Alcatel OT-997.jpg
Alcatel;Alcatel OT-997D;Alcatel\Alcatel OT-997D\Alcatel OT-997D.jpg
Alcatel;Alcatel One Touch 988 Shockwave CDMA;Alcatel\Alcatel One Touch 988 Shockwave CDMA\Alcatel One Touch 988 Shockwave CDMA.jpg
Alcatel;Alcatel One Touch View 5040X;Alcatel\Alcatel One Touch View 5040X\Alcatel One Touch View 5040X.jpg
Alcatel;Alcatel Venture CDMA;Alcatel\Alcatel Venture CDMA\Alcatel Venture CDMA.jpg
Alcatel;Alcatel OT-109;Alcatel\Alcatel OT-109\Alcatel OT-109.jpg
Alcatel;Alcatel OT-112;Alcatel\Alcatel OT-112\Alcatel OT-112.jpg
Alcatel;Alcatel OT-113;Alcatel\Alcatel OT-113\Alcatel OT-113.jpg
Alcatel;Alcatel OT-117;Alcatel\Alcatel OT-117\Alcatel OT-117.jpg
Alcatel;Alcatel OT-209;Alcatel\Alcatel OT-209\Alcatel OT-209.jpg
Alcatel;Alcatel OT-213;Alcatel\Alcatel OT-213\Alcatel OT-213.jpg
Alcatel;Alcatel OT-223;Alcatel\Alcatel OT-223\Alcatel OT-223.jpg
Alcatel;Alcatel OT-255D;Alcatel\Alcatel OT-255D\Alcatel OT-255D.jpg
Alcatel;Alcatel OT-282;Alcatel\Alcatel OT-282\Alcatel OT-282.jpg
Alcatel;Alcatel OT-306;Alcatel\Alcatel OT-306\Alcatel OT-306.jpg
Alcatel;Alcatel OT-311;Alcatel\Alcatel OT-311\Alcatel OT-311.jpg
Alcatel;Alcatel OT-355;Alcatel\Alcatel OT-355\Alcatel OT-355.jpg
Alcatel;Alcatel OT-355D;Alcatel\Alcatel OT-355D\Alcatel OT-355D.jpg
Alcatel;Alcatel OT-361;Alcatel\Alcatel OT-361\Alcatel OT-361.jpg
Alcatel;Alcatel OT-362;Alcatel\Alcatel OT-362\Alcatel OT-362.jpg
Alcatel;Alcatel OT-385;Alcatel\Alcatel OT-385\Alcatel OT-385.jpg
Alcatel;Alcatel OT-385D;Alcatel\Alcatel OT-385D\Alcatel OT-385D.jpg
Alcatel;Alcatel OT-506;Alcatel\Alcatel OT-506\Alcatel OT-506.jpg
Alcatel;Alcatel OT-506D;Alcatel\Alcatel OT-506D\Alcatel OT-506D.jpg
Alcatel;Alcatel OT-536;Alcatel\Alcatel OT-536\Alcatel OT-536.jpg
Alcatel;Alcatel OT-585;Alcatel\Alcatel OT-585\Alcatel OT-585.jpg
Alcatel;Alcatel OT-602;Alcatel\Alcatel OT-602\Alcatel OT-602.jpg
Alcatel;Alcatel OT-602D;Alcatel\Alcatel OT-602D\Alcatel OT-602D.jpg
Alcatel;Alcatel OT-665;Alcatel\Alcatel OT-665\Alcatel OT-665.jpg
Alcatel;Alcatel OT-799;Alcatel\Alcatel OT-799\Alcatel OT-799.jpg
Alcatel;Alcatel OT-803;Alcatel\Alcatel OT-803\Alcatel OT-803.jpg
Alcatel;Alcatel OT-806D;Alcatel\Alcatel OT-806D\Alcatel OT-806D.jpg
Alcatel;Alcatel OT-807;Alcatel\Alcatel OT-807\Alcatel OT-807.jpg
Alcatel;Alcatel OT-810;Alcatel\Alcatel OT-810\Alcatel OT-810.jpg
Alcatel;Alcatel OT-810D;Alcatel\Alcatel OT-810D\Alcatel OT-810D.jpg
Alcatel;Alcatel OT-813;Alcatel\Alcatel OT-813\Alcatel OT-813.jpg
Alcatel;Alcatel OT-813D;Alcatel\Alcatel OT-813D\Alcatel OT-813D.jpg
Alcatel;Alcatel OT-818;Alcatel\Alcatel OT-818\Alcatel OT-818.jpg
Alcatel;Alcatel OT-818D;Alcatel\Alcatel OT-818D\Alcatel OT-818D.jpg
Alcatel;Alcatel OT-819;Alcatel\Alcatel OT-819\Alcatel OT-819.jpg
Alcatel;Alcatel OT-828;Alcatel\Alcatel OT-828\Alcatel OT-828.jpg
Alcatel;Alcatel OT-888;Alcatel\Alcatel OT-888\Alcatel OT-888.jpg
Alcatel;Alcatel OT-890;Alcatel\Alcatel OT-890\Alcatel OT-890.jpg
Alcatel;Alcatel OT-890D;Alcatel\Alcatel OT-890D\Alcatel OT-890D.jpg
Alcatel;Alcatel OT-891 Soul;Alcatel\Alcatel OT-891 Soul\Alcatel OT-891 Soul.jpg
Alcatel;Alcatel OT-900;Alcatel\Alcatel OT-900\Alcatel OT-900.jpg
Alcatel;Alcatel OT-905;Alcatel\Alcatel OT-905\Alcatel OT-905.jpg
Alcatel;Alcatel OT-908;Alcatel\Alcatel OT-908\Alcatel OT-908.jpg
Alcatel;Alcatel OT-910;Alcatel\Alcatel OT-910\Alcatel OT-910.jpg
Alcatel;Alcatel OT-918;Alcatel\Alcatel OT-918\Alcatel OT-918.jpg
Alcatel;Alcatel OT-918D;Alcatel\Alcatel OT-918D\Alcatel OT-918D.jpg
Alcatel;Alcatel OT-990;Alcatel\Alcatel OT-990\Alcatel OT-990.jpg
Alcatel;Alcatel OT-995;Alcatel\Alcatel OT-995\Alcatel OT-995.jpg
Alcatel;Alcatel Miss Sixty;None
Alcatel;Alcatel OT-105;Alcatel\Alcatel OT-105\Alcatel OT-105.jpg
Alcatel;Alcatel OT-108;None
Alcatel;Alcatel OT-206;None
Alcatel;Alcatel OT-208;None
Alcatel;Alcatel OT-216;None
Alcatel;Alcatel OT-252;None
Alcatel;Alcatel OT-255;None
Alcatel;Alcatel OT-300;None
Alcatel;Alcatel OT-301;None
Alcatel;Alcatel OT-305;None
Alcatel;Alcatel OT-380;None
Alcatel;Alcatel OT-505;None
Alcatel;Alcatel OT-565;None
Alcatel;Alcatel OT-606 One Touch CHAT;None
Alcatel;Alcatel OT-710;None
Alcatel;Alcatel OT-710D;Alcatel\Alcatel OT-710D\Alcatel OT-710D.jpg
Alcatel;Alcatel OT-806;None
Alcatel;Alcatel OT-808;None
Alcatel;Alcatel OT-880 One Touch XTRA;None
Alcatel;Alcatel OT-909 One Touch MAX;None
Alcatel;Alcatel OT-980;None
Alcatel;Alcatel OneTouch Net;None
Alcatel;Alcatel OT-106;None
Alcatel;Alcatel OT-222;None
Alcatel;Alcatel OT-800 Tribe;None
Alcatel;Alcatel OT-802 Wave;None
Alcatel;Alcatel One Touch 102;None
Alcatel;Alcatel One Touch 103;None
Alcatel;Alcatel One Touch 111;None
Alcatel;Alcatel One Touch 202;None
Alcatel;Alcatel One Touch 203;None
Alcatel;Alcatel One Touch 280;None
Alcatel;Alcatel One Touch 363;None
Alcatel;Alcatel One Touch 600;None
Alcatel;Alcatel One Touch 660;None
Alcatel;Alcatel One Touch 708 MINI;None
Alcatel;Alcatel One Touch Pro;None
Alcatel;Alcatel One Touch S107;None
Alcatel;Alcatel One Touch S120;None
Alcatel;Alcatel One Touch S211;None
Alcatel;Alcatel One Touch S319;None
Alcatel;Alcatel One Touch S621;None
Alcatel;Alcatel One Touch SPORT (i650);None
Alcatel;Alcatel One Touch V270;None
Alcatel;Alcatel One Touch V670;None
Alcatel;Alcatel One Touch V770;None
Alcatel;Alcatel Elle Glamphone N3;None
Alcatel;Alcatel Mandarina Duck;None
Alcatel;Alcatel One Touch C507;None
Alcatel;Alcatel One Touch C701;None
Alcatel;Alcatel One Touch C707;None
Alcatel;Alcatel One Touch C717;None
Alcatel;Alcatel One Touch C825;None
Alcatel;Alcatel One Touch E101;None
Alcatel;Alcatel One Touch E201;None
Alcatel;Alcatel One Touch E207;None
Alcatel;Alcatel One Touch E220;None
Alcatel;Alcatel One Touch E221;None
Alcatel;Alcatel One Touch E225;None
Alcatel;Alcatel One Touch E227;None
Alcatel;Alcatel One Touch E230;None
Alcatel;Alcatel One Touch E805;None
Alcatel;Alcatel One Touch C550;None
Alcatel;Alcatel One Touch C560;None
Alcatel;Alcatel One Touch C630;None
Alcatel;Alcatel One Touch C635;None
Alcatel;Alcatel One Touch E100;None
Alcatel;Alcatel One Touch E105;None
Alcatel;Alcatel One Touch E205;None
Alcatel;Alcatel One Touch E260;None
Alcatel;Alcatel One Touch E265;None
Alcatel;Alcatel One Touch E801;Alcatel\Alcatel One Touch E801\Alcatel One Touch E801.jpg
Alcatel;Alcatel Elle Glamphone N1;None
Alcatel;Alcatel One Touch C551;None
Alcatel;Alcatel One Touch C552;None
Alcatel;Alcatel One Touch C555;None
Alcatel;Alcatel One Touch C651;None
Alcatel;Alcatel One Touch C652;None
Alcatel;Alcatel One Touch C656;None
Alcatel;Alcatel One Touch C750;None
Alcatel;Alcatel One Touch E157;None
Alcatel;Alcatel One Touch E158;None
Alcatel;Alcatel One Touch E159;None
Alcatel;Alcatel One Touch E252;None
Alcatel;Alcatel One Touch E256;None
Alcatel;Alcatel One Touch E257;None
Alcatel;Alcatel One Touch S850;None
Alcatel;Alcatel One Touch S853;None
Alcatel;Alcatel One Touch 153;None
Alcatel;Alcatel One Touch 155;None
Alcatel;Alcatel One Touch 156;None
Alcatel;Alcatel One Touch 355 2004;None
Alcatel;Alcatel One Touch 556;None
Alcatel;Alcatel One Touch 557;Alcatel\Alcatel One Touch 557\Alcatel One Touch 557.jpg
Alcatel;Alcatel One Touch 756;Alcatel\Alcatel One Touch 756\Alcatel One Touch 756.jpg
Alcatel;Alcatel One Touch 757;Alcatel\Alcatel One Touch 757\Alcatel One Touch 757.jpg
Alcatel;Alcatel One Touch 835;Alcatel\Alcatel One Touch 835\Alcatel One Touch 835.jpg
Alcatel;Alcatel One Touch 320;Alcatel\Alcatel One Touch 320\Alcatel One Touch 320.jpg
Alcatel;Alcatel One Touch 331;Alcatel\Alcatel One Touch 331\Alcatel One Touch 331.jpg
Alcatel;Alcatel One Touch 332;Alcatel\Alcatel One Touch 332\Alcatel One Touch 332.jpg
Alcatel;Alcatel One Touch 531;None
Alcatel;Alcatel One Touch 535;Alcatel\Alcatel One Touch 535\Alcatel One Touch 535.jpg
Alcatel;Alcatel One Touch 735;Alcatel\Alcatel One Touch 735\Alcatel One Touch 735.jpg
Alcatel;Alcatel One Touch 735i;Alcatel\Alcatel One Touch 735i\Alcatel One Touch 735i.jpg
Alcatel;Alcatel One Touch 512;Alcatel\Alcatel One Touch 512\Alcatel One Touch 512.jpg
Alcatel;Alcatel One Touch 525;Alcatel\Alcatel One Touch 525\Alcatel One Touch 525.jpg
Alcatel;Alcatel One Touch 526;None
Alcatel;Alcatel One Touch 715;Alcatel\Alcatel One Touch 715\Alcatel One Touch 715.jpg
Alcatel;Alcatel One Touch 310 2001;Alcatel\Alcatel One Touch 310 2001\Alcatel One Touch 310 2001.jpg
Alcatel;Alcatel One Touch 311 2001;Alcatel\Alcatel One Touch 311 2001\Alcatel One Touch 311 2001.jpg
Alcatel;Alcatel One Touch 510;None
Alcatel;Alcatel One Touch 511;Alcatel\Alcatel One Touch 511\Alcatel One Touch 511.jpg
Alcatel;Alcatel One Touch 300 2000;None
Alcatel;Alcatel One Touch 301 2000;Alcatel\Alcatel One Touch 301 2000\Alcatel One Touch 301 2000.jpg
Alcatel;Alcatel One Touch 302;Alcatel\Alcatel One Touch 302\Alcatel One Touch 302.jpg
Alcatel;Alcatel One Touch 303;None
Alcatel;Alcatel One Touch 500;Alcatel\Alcatel One Touch 500\Alcatel One Touch 500.jpg
Alcatel;Alcatel One Touch 501;Alcatel\Alcatel One Touch 501\Alcatel One Touch 501.jpg
Alcatel;Alcatel One Touch 502;None
Alcatel;Alcatel One Touch 700;Alcatel\Alcatel One Touch 700\Alcatel One Touch 700.jpg
Alcatel;Alcatel One Touch 701;None
Alcatel;Alcatel One Touch Club;None
Alcatel;Alcatel One Touch Club DB;None
Alcatel;Alcatel One Touch Easy DB;Alcatel\Alcatel One Touch Easy DB\Alcatel One Touch Easy DB.jpg
Alcatel;Alcatel One Touch Gum;None
Alcatel;Alcatel One Touch Max DB;None
Alcatel;Alcatel One Touch View DB;None
Alcatel;Alcatel One Touch Com;None
Alcatel;Alcatel One Touch Easy;None
Alcatel;Alcatel One Touch Max;None
Alcatel;Alcatel One Touch Pocket;None
Alcatel;Alcatel One Touch View 1999;None
Alcatel;Alcatel HB160;None
AllCall;AllCall P10;AllCall\AllCall P10\AllCall P10.jpg
AllCall;AllCall S10 Pro;AllCall\AllCall S10 Pro\AllCall S10 Pro.jpg
AllCall;AllCall S10;AllCall\AllCall S10\AllCall S10.jpg
AllCall;AllCall S5500;AllCall\AllCall S5500\AllCall S5500.jpg
AllCall;AllCall Mix 2;AllCall\AllCall Mix 2\AllCall Mix 2.jpg
AllCall;AllCall Rio X;AllCall\AllCall Rio X\AllCall Rio X.jpg
AllCall;AllCall S1;AllCall\AllCall S1\AllCall S1.jpg
AllCall;AllCall A1;AllCall\AllCall A1\AllCall A1.jpg
AllCall;AllCall Alpha;AllCall\AllCall Alpha\AllCall Alpha.jpg
AllCall;AllCall Atom;AllCall\AllCall Atom\AllCall Atom.jpg
AllCall;AllCall Bro;AllCall\AllCall Bro\AllCall Bro.jpg
AllCall;AllCall Madrid;AllCall\AllCall Madrid\AllCall Madrid.jpg
AllCall;AllCall Rio;AllCall\AllCall Rio\AllCall Rio.jpg
AllCall;AllCall Rio S;AllCall\AllCall Rio S\AllCall Rio S.jpg
Apple;Apple iPhone SE (2020);Apple\Apple iPhone SE (2020)\Apple iPhone SE (2020).jpg
Apple;Apple iPhone 11;Apple\Apple iPhone 11\Apple iPhone 11.jpg
Apple;Apple iPhone 11 Pro;Apple\Apple iPhone 11 Pro\Apple iPhone 11 Pro.jpg
Apple;Apple iPhone 11 Pro Max;Apple\Apple iPhone 11 Pro Max\Apple iPhone 11 Pro Max.jpg
Apple;Apple iPhone XR;Apple\Apple iPhone XR\Apple iPhone XR.jpg
Apple;Apple iPhone Xs;Apple\Apple iPhone Xs\Apple iPhone Xs.jpg
Apple;Apple iPhone Xs Max;Apple\Apple iPhone Xs Max\Apple iPhone Xs Max.jpg
Apple;Apple iPhone 8;Apple\Apple iPhone 8\Apple iPhone 8.jpg
Apple;Apple iPhone 8 Plus;Apple\Apple iPhone 8 Plus\Apple iPhone 8 Plus.jpg
Apple;Apple iPhone X;Apple\Apple iPhone X\Apple iPhone X.jpg
Apple;Apple iPhone 7;Apple\Apple iPhone 7\Apple iPhone 7.jpg
Apple;Apple iPhone 7 Plus;Apple\Apple iPhone 7 Plus\Apple iPhone 7 Plus.jpg
Apple;Apple iPhone SE (2016);Apple\Apple iPhone SE (2016)\Apple iPhone SE (2016).jpg
Apple;Apple iPhone 6S;Apple\Apple iPhone 6S\Apple iPhone 6S.jpg
